,county_Abbr,county_code,state,Area name,county,Abbr,deaths_per_100K_mean (1999-2020),deaths_per_100K_std (1999-2020),deaths_per_100K_numb_years (1999-2020),growth_rate_gun_laws (1991-2017),avg_pop (2010-2019),avg_murder (2002-2014),avg_rape (2002-2014),avg_robbery (2002-2014),avg_agasslt (2002-2014),avg_burglry (2002-2014),avg_larceny (2002-2014),avg_mvtheft (2002-2014),avg_arson (2002-2014),Poverty % overall (2014),Poverty % ages 0-17 (2014),Poverty % related kids age 5-17 (2014),"Percent of adults with less than a high school diploma, 2010-2014","Percent of adults with a high school diploma only, 2010-2014","Percent of adults completing some college or associate's degree, 2010-2014","Percent of adults with a bachelor's degree or higher, 2010-2014",avg_unemp_rate_2010_2015,% white pop avg (2010-2019),% black pop avg (2010-2019),% asian pop avg (2010-2019),% indian pop avg (2010-2019),% pacific pop avg (2010-2019),% two pop avg (2010-2019),% not hisp pop avg (2010-2019),% hisp pop avg (2010-2019),chain restaurants per 100K,places of worship per 100K,name,lng,lat
10,"Chilton, AL - 1021",1021,Alabama,Chilton County,Chilton,AL,24.27675,0.9811219343180543,4.0,-1.282051282051282,43857.9,1.0,14.461538461538462,11.923076923076923,242.76923076923077,246.92307692307693,711.3076923076923,49.69230769230769,2.5384615384615383,18.1,27.6,26.9,22.471336712822783,39.9857108835437,24.009117817167354,13.533834586466165,7.533333333333332,87.42233440269598,10.244904566794123,0.4384614858440555,0.5123364319769073,0.17374292886800324,1.2082201838209305,92.23697441053949,7.763025589460507,145.926,84.363,Chilton,-86.71887934,32.84771004
11,"Choctaw, AL - 1023",1023,Alabama,Choctaw County,Choctaw,AL,0.0,0.0,0.0,-1.282051282051282,12196.3,0.15384615384615385,0.15384615384615385,0.9230769230769231,6.846153846153846,25.076923076923077,24.23076923076923,3.076923076923077,0.07692307692307693,25.0,31.9,28.7,25.941028858218317,35.21539104976997,26.066499372647428,12.777080719364283,10.700000000000001,62.53043955953855,26.5074653788444,0.29295770028615237,7.34542443199987,0.027631330813443423,3.2960815985175835,97.78236022400236,2.217639775997639,73.793,295.171,Choctaw,-88.26305322,32.02019311
12,"Clarke, AL - 1025",1025,Alabama,Clarke County,Clarke,AL,42.333,0.0,1.0,-1.282051282051282,37440.56,1.3846153846153846,7.230769230769231,6.153846153846154,61.53846153846154,106.46153846153847,272.2307692307692,18.923076923076923,0.8461538461538461,24.9,33.7,31.6,19.883855981416957,43.937282229965156,24.24506387921022,11.933797909407666,15.25,67.24124852833398,27.50920392216356,3.0291213592959076,0.4197052608187484,0.09230631165773162,1.708414617730077,91.82004756339116,8.179952436608854,136.216,37.393,Clarke,-87.83077181,31.67695451
13,"Clay, AL - 1027",1027,Alabama,Clay County,Clay,AL,0.0,0.0,0.0,-1.282051282051282,38619.13,0.07692307692307693,1.8461538461538463,1.2307692307692308,31.692307692307693,40.15384615384615,97.6923076923077,7.538461538461538,2.230769230769231,19.5,28.9,26.7,25.135135135135133,36.24740124740124,30.04158004158004,8.575883575883577,9.583333333333334,86.81039681629285,8.104040665856534,1.9394533227444535,0.6907716460728142,0.16787017211418281,2.2874932708219995,94.06169947381,5.938300526190001,20.715,64.735,Clay,-85.8607443,33.26966941
14,"Cleburne, AL - 1029",1029,Alabama,Cleburne County,Cleburne,AL,0.0,0.0,0.0,-1.282051282051282,20184.8,0.6153846153846154,3.923076923076923,2.3846153846153846,19.923076923076923,85.15384615384616,175.69230769230768,30.46153846153846,0.15384615384615385,17.0,24.8,23.1,24.670159099728366,38.630190143577806,26.135040745052386,10.564610011641443,8.033333333333333,96.20630375331933,1.455055289128453,0.3108774919741588,0.6160576275216995,0.047312829455828154,1.3643930086005311,97.65863421980897,2.341365780191035,59.451,113.947,Cleburne,-85.51786948,33.67495934
15,"Coffee, AL - 1031",1031,Alabama,Coffee County,Coffee,AL,22.909142857142857,5.349422349767354,7.0,-1.282051282051282,49415.0,1.5384615384615385,12.307692307692308,25.384615384615383,83.3076923076923,270.53846153846155,621.6923076923077,56.84615384615385,4.230769230769231,16.8,25.0,24.1,16.869889124930886,29.80240374821756,30.119605389517794,23.20810173733376,7.216666666666666,80.38010725488213,15.495699686330061,1.1528280886370534,0.7766265304057473,0.17862997065668318,2.016128705858545,92.94040271172722,7.0595972882727915,200.344,143.681,Coffee,-85.98828821,31.40188396
16,"Colbert, AL - 1033",1033,Alabama,Colbert County,Colbert,AL,22.236133333333335,3.7100807628226455,15.0,-1.282051282051282,54638.2,1.4615384615384615,15.384615384615385,28.0,149.15384615384616,399.2307692307692,1203.6923076923076,74.3076923076923,1.7692307692307692,16.7,25.3,24.9,16.369807150937934,33.810413323160304,32.17658975505801,17.643189770843748,9.15,80.86155839687252,16.193981500122625,0.541928540837729,0.602691889557123,0.057102906025454724,1.742736766584551,97.4633132131,2.536686786900008,181.192,76.869,Colbert,-87.80463371,34.70085284
17,"Conecuh, AL - 1035",1035,Alabama,Conecuh County,Conecuh,AL,0.0,0.0,0.0,-1.282051282051282,12702.6,0.6153846153846154,3.230769230769231,4.615384615384615,36.92307692307692,59.30769230769231,176.0,13.538461538461538,1.5384615384615385,30.6,41.2,37.8,23.98656215005599,42.84434490481523,24.8488241881299,8.32026875699888,12.450000000000001,51.520948467242924,46.56841906381371,0.17398013005211532,0.4314077432966479,0.024404452631744684,1.2808401429628578,98.22477288114244,1.7752271188575568,173.193,535.323,Conecuh,-86.9938237,31.42899352
18,"Coosa, AL - 1037",1037,Alabama,Coosa County,Coosa,AL,0.0,0.0,0.0,-1.282051282051282,11044.5,0.46153846153846156,2.4615384615384617,2.923076923076923,21.23076923076923,68.53846153846153,117.3076923076923,9.538461538461538,0.8461538461538461,18.8,29.0,27.8,24.10562180579216,39.535166707228036,27.293745436845946,9.065466050133853,10.333333333333334,66.53266331658291,31.325093938159267,0.1475847707003486,0.5912445108425007,0.15663905111141294,1.2467744126035583,97.79528271990584,2.204717280094165,36.217,371.225,Coosa,-86.24789409,32.9362956
19,"Covington, AL - 1039",1039,Alabama,Covington County,Covington,AL,27.763666666666666,1.272674480506832,3.0,-1.282051282051282,28345.65,1.6153846153846154,15.153846153846153,9.538461538461538,81.84615384615384,205.92307692307693,683.9230769230769,37.23076923076923,1.3846153846153846,20.8,30.2,29.1,20.016617569302817,34.08490067225621,31.34300173729134,14.555480021149632,8.583333333333334,77.3000442748711,20.461340628985397,0.412938140420135,0.48878752118931834,0.017286603059023166,1.3196028314750234,98.20395722094923,1.7960427790507538,236.368,190.505,Covington,-86.45142629,31.24861005
20,"Crenshaw, AL - 1041",1041,Alabama,Crenshaw County,Crenshaw,AL,0.0,0.0,0.0,-1.282051282051282,13863.4,0.6923076923076923,3.1538461538461537,2.6153846153846154,31.46153846153846,68.07692307692308,148.6153846153846,18.23076923076923,0.6153846153846154,21.2,28.0,26.8,23.144746509919177,38.606066967565866,25.779363913089114,12.469822609425844,8.15,72.66038634101304,23.681059480358353,1.3055960298339513,0.5402715062683037,0.05409928300416925,1.7585873595221952,98.18370673860669,1.8162932613933092,137.052,274.103,Crenshaw,-86.31341907,31.73169775
21,"Cullman, AL - 1043",1043,Alabama,Cullman County,Cullman,AL,16.643153846153844,4.017779171925578,13.0,-1.282051282051282,81711.7,2.1538461538461537,26.53846153846154,12.461538461538462,100.15384615384616,545.0,1543.1538461538462,144.23076923076923,1.9230769230769231,17.2,23.5,21.9,18.452509931383172,33.19068255687974,33.214156735283495,15.142650776453593,7.599999999999999,96.28804687700783,1.2214897009852934,0.5888997536460507,0.6024840995842701,0.06327123288341817,1.2358083358931464,95.72423532982425,4.275764670175752,159.096,77.1,Cullman,-86.86718877,34.13183982
22,"Dale, AL - 1045",1045,Alabama,Dale County,Dale,AL,24.348142857142857,4.45069048682604,7.0,-1.282051282051282,49623.1,1.3846153846153846,18.23076923076923,23.0,127.46153846153847,245.69230769230768,797.1538461538462,70.76923076923077,3.1538461538461537,22.4,33.5,31.4,15.279664342419027,31.093603791240305,36.75933472184491,16.867397144495758,7.566666666666666,74.95037593378889,20.02514957751531,1.2770262236740553,0.8201825359560367,0.1511392879525866,2.7761264411131106,93.87845579981904,6.1215442001809635,159.2,171.291,Dale,-85.611081,31.43204363
23,"Dallas, AL - 1047",1047,Alabama,Dallas County,Dallas,AL,33.911857142857144,9.653895561714116,14.0,-1.282051282051282,534370.4,4.615384615384615,24.23076923076923,73.6923076923077,224.53846153846155,691.8461538461538,1457.7692307692307,169.23076923076923,17.153846153846153,35.2,49.5,44.8,22.322105491172966,35.42005126538864,27.795227264522186,14.462615978916208,13.016666666666666,67.99408799589199,23.204563725835115,5.887515476156613,1.0675815876029062,0.10069045740557486,1.7455607571078038,62.38705961258333,37.61294038741667,7.86,6.175,Dallas,-87.10649231,32.32606741
24,"De Kalb, AL - 1049",1049,Alabama,DeKalb County,De Kalb,AL,18.083333333333332,3.918081031537884,12.0,-1.282051282051282,163219.67,1.0769230769230769,17.307692307692307,6.538461538461538,106.3076923076923,322.9230769230769,730.3076923076923,87.46153846153847,2.230769230769231,24.0,36.5,36.4,26.868588177821202,34.871816656400675,26.951424141373376,11.30817102440475,9.016666666666667,50.318157119175645,42.106799995368206,4.889625129128125,0.6030829494998979,0.1199610316575202,1.9623676484580563,90.97012020671282,9.029873666574623,71.07,41.662,DeKalb,-85.80378574,34.46023769
25,"Elmore, AL - 1051",1051,Alabama,Elmore County,Elmore,AL,20.898153846153846,5.609684985899443,13.0,-1.282051282051282,53601.85,1.9230769230769231,21.384615384615383,27.153846153846153,81.3076923076923,427.84615384615387,1118.6923076923076,63.23076923076923,2.5384615384615383,14.4,20.7,19.4,12.830776072937514,35.212363798087615,30.555555555555557,21.401304573419317,6.8999999999999995,79.17758435576384,16.487397356621088,1.3231819424143012,0.7467093020110314,0.18712040722475065,2.07800663596499,93.76933818515593,6.230661814844077,283.572,132.458,Elmore,-86.14884036,32.59724126
26,"Escambia, AL - 1053",1053,Alabama,Escambia County,Escambia,AL,29.213333333333335,0.14196595836091508,3.0,-1.282051282051282,172894.1,2.076923076923077,10.307692307692308,24.307692307692307,158.6153846153846,225.0,730.2307692307693,49.15384615384615,3.3846153846153846,25.1,31.6,31.4,21.448984320692052,40.28346335058315,25.747277361550942,12.520274967173863,9.233333333333333,68.7334038581999,24.08286344068421,2.8029874935003565,1.2092373308285242,0.1645226760195981,3.0069852007674056,94.96613823143763,5.033861768562374,35.86,27.184,Escambia,-87.16176056,31.12613571
27,"Etowah, AL - 1055",1055,Alabama,Etowah County,Etowah,AL,17.46468181818182,4.260684344611272,22.0,-1.282051282051282,103409.9,4.538461538461538,46.61538461538461,119.92307692307692,284.7692307692308,984.9230769230769,2802.153846153846,279.0,15.384615384615385,19.0,29.5,27.2,17.9197610140153,32.31196605058909,34.34865151599754,15.41962141939807,8.316666666666666,81.27007182097653,15.510023701792575,0.7769082070478746,0.5641626188595096,0.29648998790251224,1.5823436634210069,96.32327272340463,3.6767272765953742,167.295,106.373,Etowah,-86.03476854,34.04518886
28,"Fayette, AL - 1057",1057,Alabama,Fayette County,Fayette,AL,0.0,0.0,0.0,-1.282051282051282,70565.35,0.23076923076923078,3.6923076923076925,2.5384615384615383,28.0,62.0,175.23076923076923,26.46153846153846,1.0769230769230769,20.6,29.2,27.1,23.904482614160035,38.064516129032256,24.214495182237116,13.816506074570592,9.316666666666666,82.76529486497269,12.518707836069687,2.392888294325756,0.3279654958134552,0.07529191026474041,1.9198515985536808,94.8916004809726,5.10838534776629,26.925,31.177,Fayette,-87.73924331,33.72117266
29,"Franklin, AL - 1059",1059,Alabama,Franklin County,Franklin,AL,34.5,0.0,1.0,-1.282051282051282,92392.73,1.0,7.461538461538462,9.923076923076923,52.30769230769231,134.30769230769232,325.61538461538464,30.23076923076923,2.769230769230769,23.1,35.5,35.6,25.59304413571496,36.41432756828277,27.05793403270012,10.934694263302145,8.499999999999998,78.59504746747932,15.1013505066903,3.146394743395936,0.6192695031308199,0.07610988440324254,2.461827894900389,93.29504604961883,6.704953950381162,38.964,41.129,Franklin,-87.843283,34.44238135
30,"Geneva, AL - 1061",1061,Alabama,Geneva County,Geneva,AL,41.271,0.0,1.0,-1.282051282051282,26582.7,0.9230769230769231,6.615384615384615,5.0,66.23076923076923,132.46153846153845,323.7692307692308,37.92307692307692,3.5384615384615383,23.9,36.4,34.9,21.929215822345594,38.546949233972136,28.28164202210004,11.242192921582236,7.800000000000001,87.39518559062849,9.515587205212412,0.32577578650776634,0.9540039198426044,0.06846558099816798,1.7409819168105571,96.23138356901293,3.7686164309870698,135.426,323.519,Geneva,-85.83932953,31.09486905
31,"Greene, AL - 1063",1063,Alabama,Greene County,Greene,AL,0.0,0.0,0.0,-1.282051282051282,55928.74,0.5384615384615384,1.6153846153846154,6.153846153846154,52.53846153846154,81.07692307692308,113.92307692307692,16.076923076923077,4.615384615384615,33.2,45.7,42.9,24.932065217391305,36.66779891304348,26.8851902173913,11.514945652173914,14.083333333333334,88.83624054466452,6.794288589372835,1.6075813615683099,0.5486266989029254,0.09220661863650066,2.121020427064869,96.60437549639059,3.3956066237143907,10.728,28.608,Greene,-87.95276818,32.853304
32,"Hale, AL - 1065",1065,Alabama,Hale County,Hale,AL,0.0,0.0,0.0,-1.282051282051282,24949.6,0.5384615384615384,3.1538461538461537,4.923076923076923,44.76923076923077,81.46153846153847,134.0,21.0,0.7692307692307693,28.1,36.8,35.3,20.55191045928213,40.766113469702816,24.700887688151294,13.98108838286376,11.633333333333333,75.49800397601565,21.68271234809376,0.4915910475518646,1.191401866162183,0.08677493827556354,1.0495158239009845,58.85605380446982,41.14394619553019,68.137,92.186,Hale,-87.62930576,32.7625948
33,"Henry, AL - 1067",1067,Alabama,Henry County,Henry,AL,0.0,0.0,0.0,-1.282051282051282,50212.78,1.3076923076923077,4.461538461538462,4.230769230769231,37.76923076923077,95.0,196.07692307692307,22.153846153846153,1.1538461538461537,17.3,27.4,26.3,20.468026326480864,35.808889250020314,26.968391972048426,16.754692451450396,8.483333333333333,73.3249184769296,22.675701285608962,1.7473440028614229,0.34379693775170383,0.0677715912164194,1.8404677056319128,94.96642089922128,5.033579100778726,43.814,81.653,Henry,-85.24094152,31.51487991
34,"Houston, AL - 1069",1069,Alabama,Houston County,Houston,AL,15.715235294117647,4.026052712170628,17.0,-1.282051282051282,60650.18,4.846153846153846,43.84615384615385,133.15384615384616,207.69230769230768,897.4615384615385,2473.4615384615386,182.23076923076923,3.923076923076923,20.1,31.1,29.8,15.707872581501084,33.8898211494055,30.337191457625174,20.065114811468238,7.533333333333332,69.05816272927797,26.301818065502857,1.8559549204965262,0.45994917080213116,0.12365997924490908,2.20045513467561,94.82543992449817,5.174560075501837,380.873,192.91,Houston,-85.30251402,31.15295179
35,"Jackson, AL - 1071",1071,Alabama,Jackson County,Jackson,AL,22.664416666666668,3.5689011157837394,12.0,-1.282051282051282,74830.38,2.1538461538461537,15.692307692307692,8.76923076923077,111.3076923076923,320.0,902.6923076923077,113.0,6.3076923076923075,22.0,28.8,27.8,24.71616895345709,37.376916868442294,24.96099004573581,12.94592413236481,8.75,80.18310210371776,14.369364421241745,1.5216146169510298,1.1758325963332004,0.20148233912483138,2.548603922631423,92.5062120491704,7.493787950829596,102.899,36.082,Jackson,-85.99947584,34.77954231
36,"Jefferson, AL - 1073",1073,Alabama,Jefferson County,Jefferson,AL,24.451590909090907,4.583849210715826,22.0,-1.282051282051282,127942.76,91.61538461538461,325.84615384615387,1870.6153846153845,2561.923076923077,9231.307692307691,22036.69230769231,2997.6153846153848,187.53846153846155,19.5,29.4,28.9,12.256867731984123,26.596227232619384,30.816725830074272,30.33017920532222,7.633333333333333,75.67729506538706,19.615084120430108,2.085338787439008,0.6983044605259414,0.07951993532107639,1.8444498149016015,92.62226326835533,7.377736731644684,1048.907,511.948,Jefferson,-86.89657084,33.5543433
37,"Lamar, AL - 1075",1075,Alabama,Lamar County,Lamar,AL,0.0,0.0,0.0,-1.282051282051282,35525.1,0.0,1.0,1.2307692307692308,7.3076923076923075,23.076923076923077,63.69230769230769,7.153846153846154,0.15384615384615385,20.6,28.3,25.7,22.12223101265823,38.20213607594937,28.293117088607595,11.382515822784809,8.466666666666667,78.2232843820285,18.22232731223839,0.9202507522850042,0.7832490267444708,0.043405929891822966,1.8074544477003585,95.93155262054154,4.068447379458467,45.039,76.003,Lamar,-88.09715315,33.77909349
38,"Lauderdale, AL - 1077",1077,Alabama,Lauderdale County,Lauderdale,AL,14.902411764705883,3.5507999285165224,17.0,-1.282051282051282,65886.8,2.5384615384615383,19.846153846153847,44.76923076923077,122.6923076923077,494.38461538461536,1570.3846153846155,85.76923076923077,8.23076923076923,18.7,26.3,23.0,15.959209687699172,33.564372211599746,28.32855321861058,22.147864882090502,8.016666666666667,70.9137945688666,26.59440130648324,0.7495735109308693,0.4278550483556645,0.04988859680542992,1.2644869685581936,97.66872878937815,2.3312712106218543,256.501,66.781,Lauderdale,-87.65411658,34.9015002
39,"Lawrence, AL - 1079",1079,Alabama,Lawrence County,Lawrence,AL,34.753,3.9522794266937487,4.0,-1.282051282051282,36031.43,0.6923076923076923,5.153846153846154,4.6923076923076925,46.84615384615385,153.23076923076923,339.9230769230769,34.23076923076923,2.0,16.6,23.2,21.5,21.91277604544872,39.40028191875614,27.380291316048012,11.306650719747127,9.483333333333334,92.81130390883736,3.9834111496546205,0.44733167681660146,0.9437593789644209,0.028891442831994178,1.7852746893476057,97.8205971841806,2.179375062272022,99.913,99.913,Lawrence,-87.31085381,34.52223687
40,"Lee, AL - 1081",1081,Alabama,Lee County,Lee,AL,14.200666666666667,3.6353660384249253,21.0,-1.282051282051282,97153.72,6.461538461538462,43.53846153846154,105.38461538461539,279.6923076923077,1191.8461538461538,3338.153846153846,171.84615384615384,7.3076923076923075,25.2,26.4,24.9,12.472691161866932,26.00151878030259,28.29137215958876,33.234417898241716,6.750000000000001,82.18610671830167,13.992001541474686,1.6841146175360038,0.4919832199940466,0.0987095501850058,1.5470946454752323,85.55390364877434,14.446096351225664,325.258,154.394,Lee,-85.35522451,32.60106116
41,"Limestone, AL - 1083",1083,Alabama,Limestone County,Limestone,AL,17.406125,4.732447934209102,16.0,-1.282051282051282,57176.45,1.2307692307692308,8.0,17.384615384615383,48.92307692307692,250.53846153846155,809.2307692307693,66.15384615384616,0.46153846153846156,13.6,18.9,17.3,17.394879022786,31.32991039967784,28.197254941440985,23.077955636095172,7.166666666666667,81.39041510971738,14.310524700291815,1.2718523098233627,0.8806073129758843,0.1553086978992225,1.9912918692923398,91.10315523261764,8.896844767382376,209.877,115.432,Limestone,-86.98207203,34.81013487
42,"Lowndes, AL - 1085",1085,Alabama,Lowndes County,Lowndes,AL,0.0,0.0,0.0,-1.282051282051282,61239.53,1.4615384615384615,3.769230769230769,9.153846153846153,40.46153846153846,134.6153846153846,97.46153846153847,21.384615384615383,8.538461538461538,31.4,42.7,40.2,27.318950116806377,33.91507489350007,25.559983509688056,13.205991480005498,15.049999999999999,55.212050125139754,41.21107722413938,1.4422547005177866,0.37921584310003686,0.1158891977126539,1.6395129093903889,95.99186995719921,4.008146372122712,16.329,58.786,Lowndes,-86.65002353,32.1550404
43,"Macon, AL - 1087",1087,Alabama,Macon County,Macon,AL,56.510333333333335,10.373235239467638,3.0,-1.282051282051282,35673.25,2.4615384615384617,7.615384615384615,20.076923076923077,90.76923076923077,306.0,523.0,61.38461538461539,1.6923076923076923,32.1,44.4,43.5,18.685066222539458,30.311682131810613,31.636132920929494,19.367118724720438,11.066666666666668,76.12365007393494,20.523585599854233,0.9504881108393544,0.39278731262220296,0.04801917403096157,1.9614697287182976,96.82151191719285,3.1784880828071453,56.064,241.077,Macon,-85.69260703,32.38585029
44,"Madison, AL - 1089",1089,Alabama,Madison County,Madison,AL,14.085590909090909,3.7932033159460223,22.0,-1.282051282051282,72269.47,18.846153846153847,121.6923076923077,492.3076923076923,988.3076923076923,3086.3846153846152,8877.153846153846,1145.1538461538462,34.46153846153846,14.2,20.3,18.4,9.912089825050048,21.170249804160502,30.273740099225343,38.643920271564106,6.933333333333334,80.12780500535011,15.93978757558344,1.4553586735865087,0.5580503081038232,0.0801583296515112,1.8388401077246035,95.88245216133451,4.117561675767098,1119.422,352.846,Madison,-86.55056927,34.76292257
45,"Marengo, AL - 1091",1091,Alabama,Marengo County,Marengo,AL,0.0,0.0,0.0,-1.282051282051282,19877.4,1.2307692307692308,7.3076923076923075,12.692307692307692,76.15384615384616,144.3846153846154,403.0769230769231,22.076923076923077,1.5384615384615385,25.6,32.7,31.5,15.670945994405795,41.58359033206627,26.787635372588397,15.95782830093954,10.183333333333334,46.97847807057261,51.44737239276766,0.2907824967048004,0.23041242818477264,0.17607936651674766,0.8768752452534034,97.73612243049897,2.2638775695010414,160.987,226.388,Marengo,-87.78920946,32.24794915
