"Incident ID","Incident Date",State,"City Or County",Address,"# Victims Injured","# Victims Killed","# Subjects-Suspects Injured","# Subjects-Suspects Killed","# Subjects-Suspects Arrested",Operations
2397004,"August 19, 2022",Florida,"Fort Lauderdale (Weston)","4251 Bonaventure Blvd",0,0,0,0,1,N/A
2392985,"August 19, 2022",California,Bakersfield,"6401 Allen Rd",0,0,0,0,1,N/A
2396673,"August 19, 2022",Oklahoma,Tulsa,"3441 E Archer St",0,0,0,0,1,N/A
2392914,"August 19, 2022",Tennessee,Clarksville,"1210 W Creek Coyote Trail",0,0,0,0,1,N/A
2391976,"August 19, 2022",Kansas,"Kansas City","2501 Minnesota Ave",0,0,0,0,1,N/A
2392641,"August 19, 2022",Ohio,Groveport,"4475 S Hamilton Rd",0,0,0,0,2,N/A
2395427,"August 19, 2022",Florida,Miami,"6161 NW 5th Ct",0,0,0,0,2,N/A
2392869,"August 19, 2022",Louisiana,"Baton Rouge","South Campus Dr and Highland Rd",1,0,0,0,1,N/A
2397088,"August 19, 2022",Texas,Austin,"13212 N Lamar Blvd",0,0,0,0,1,N/A
2391371,"August 18, 2022",Illinois,Wauconda,"555 N Main St",0,0,0,0,1,N/A
2394729,"August 18, 2022",Colorado,"Aurora (Centennial)","2201 E Dry Creek Rd",0,0,0,0,1,N/A
2391725,"August 18, 2022",Florida,"Lake City","469 SW Fighting Tiger Dr",0,0,0,0,1,N/A
2391423,"August 18, 2022",Florida,Ruskin,"2342 E Shell Point Rd",1,0,0,0,1,N/A
2390890,"August 18, 2022",Louisiana,Grambling,"403 Main St",0,0,0,0,3,N/A
2391670,"August 18, 2022",Louisiana,Slidell,"300 Spartan Dr",0,0,0,0,1,N/A
2392483,"August 17, 2022",Illinois,Kankakee,"1200 W Jeffery St",1,0,0,0,1,N/A
2390608,"August 17, 2022",California,Corcoran,"1100 Letts Ave",0,0,0,0,0,N/A
2394473,"August 17, 2022",Alabama,Mobile,"1567 E Dublin St",0,0,0,0,0,N/A
2391972,"August 17, 2022",Indiana,"South Bend","Huey St and W Bulla St",0,0,0,0,1,N/A
2391129,"August 17, 2022",Louisiana,"Lake Charles","3420 Louisiana Ave",0,0,0,0,1,N/A
2389480,"August 16, 2022",Virginia,Bassett,"85 Riverside Dr",0,0,0,0,1,N/A
2390438,"August 16, 2022",Georgia,Athens,"350 S Milledge Ave",0,0,0,0,0,N/A
2389585,"August 16, 2022",Texas,Brownsville,"3500 International Blvd",0,0,0,0,3,N/A
2389122,"August 16, 2022",Florida,Kissimmee,"3675 Boggy Creek Rd",0,0,0,0,1,N/A
2391028,"August 16, 2022",Indiana,Indianapolis,"3401 N Meridian St",0,0,0,0,1,N/A
2389886,"August 16, 2022",Florida,"Fort Pierce","4101 S 25th St",0,1,0,0,0,N/A
2388573,"August 15, 2022",California,Stockton,"6844 Alexandria Pl",0,0,0,0,1,N/A
2388271,"August 15, 2022","South Carolina",Lancaster,"1551 Billings Dr",0,0,0,0,0,N/A
2390851,"August 15, 2022","New York","East Syracuse","6400 Fremont Rd",0,0,0,0,1,N/A
2388509,"August 15, 2022",Kentucky,Louisville,"5901 Greenwood Rd",0,0,0,0,0,N/A
2388540,"August 12, 2022",Tennessee,Memphis,"305 S Cleveland St",0,0,0,0,1,N/A
2385565,"August 12, 2022",Georgia,Lagrange,"516 N Greenwood St",0,0,0,0,2,N/A
2386343,"August 12, 2022",Georgia,Lagrange,"75 Gordon Rd",0,0,0,0,1,N/A
2386250,"August 12, 2022",Florida,Longwood,"865 S Ronald Reagan Blvd",0,0,0,0,1,N/A
2387710,"August 12, 2022",Mississippi,"Calhoun City","201 N Beadle St",0,0,0,0,2,N/A
2384997,"August 11, 2022",Virginia,Nokesville,"7403 Academic Ave",0,0,0,0,1,N/A
2384753,"August 11, 2022",Florida,"Fort Myers","14020 Plantation Rd",0,0,0,0,1,N/A
2386130,"August 11, 2022",Alabama,"Mobile (Prichard)","5450 Lott Rd",0,0,0,0,1,N/A
2383797,"August 10, 2022",Georgia,Mcdonough,"155 Post Master Dr",0,0,0,0,1,N/A
2385502,"August 10, 2022",Georgia,Fairburn,"7405 Herndon Rd",0,0,0,0,0,N/A
2383287,"August 9, 2022",Georgia,Columbus,"3200 Howard Ave",0,0,0,0,1,N/A
2384795,"August 8, 2022",Florida,"Lake City","469 SW Fighting Tiger Dr",0,0,0,0,2,N/A
2380124,"August 5, 2022",Mississippi,Gulfport,"15600 School Rd",0,0,0,0,1,N/A
2380419,"August 5, 2022",Georgia,Wrightsville,"150 Herschel Walker Dr",0,0,0,0,1,N/A
2385453,"August 5, 2022",Indiana,Lafayette,"1801 S 18th St",0,0,0,0,1,N/A
2382465,"August 5, 2022",Massachusetts,Lynn,"100 Brookline St",0,0,0,0,1,N/A
2380013,"August 4, 2022","New Mexico",Belen,"1619 W Delgado Ave",0,0,0,0,0,N/A
2378822,"August 4, 2022",Georgia,Rome,"1000 Veterans Memorial Hwy NE",0,0,0,0,1,N/A
2379163,"August 4, 2022",Georgia,Evans,"5114 Riverwood Pkwy",0,0,0,0,1,N/A
2377831,"August 3, 2022",Georgia,Rome,"1000 Veterans Memorial Hwy NE",0,0,0,0,1,N/A
2377778,"August 3, 2022",Georgia,Sylvania,"110 Halcyondale Rd",0,0,0,0,1,N/A
2379640,"August 3, 2022",Georgia,Snellville,"2503 Skyland Dr SW",0,0,0,0,0,N/A
2365596,"July 20, 2022",California,Vallejo,"1347 Amador St",0,0,0,0,0,N/A
2356099,"July 7, 2022",Pennsylvania,Scranton,"1111 S Irving Ave",0,0,0,0,1,N/A
2352435,"July 6, 2022",Illinois,Chicago,"3937 W Wilcox St",2,0,0,0,0,N/A
2356089,"July 6, 2022",Illinois,"Oak Forest","15201 Central Ave",0,0,0,0,1,N/A
2529926,"July 3, 2022",California,"Long Beach","1250 Bellflower Blvd",0,0,0,0,1,N/A
2343190,"June 28, 2022",Arkansas,"North Little Rock","201 W 22nd St",0,0,0,0,0,N/A
2339312,"June 23, 2022",Maryland,Hyattsville,"7000 Adelphi Rd",0,0,0,0,0,N/A
2336100,"June 21, 2022",Maryland,"Fort Washington","8700 Allentown Rd",0,0,0,0,1,N/A
2338466,"June 20, 2022",Texas,Odessa,"2201 E 21st St",0,0,0,0,1,N/A
2332280,"June 15, 2022",Georgia,"Decatur (Stonecrest)","5341 Snapfinger Park Dr",0,1,0,0,1,N/A
2331955,"June 15, 2022",Alabama,Birmingham,"2800 Wilson Rd SW",0,0,0,0,2,N/A
2330892,"June 14, 2022","New York",Rochester,"1801 East Main St",0,0,0,0,0,N/A
2330641,"June 14, 2022",Virginia,Suffolk,"629 Turlington Rd",0,0,0,0,0,N/A
2332163,"June 14, 2022",California,Bakersfield,"1101 Planz Rd",0,0,0,0,2,N/A
2330312,"June 13, 2022",Georgia,Atlanta,"14 Marietta St NW",0,1,0,0,1,N/A
2329992,"June 13, 2022",Washington,Everett,"200 120th St SW",0,0,0,0,1,N/A
2327151,"June 9, 2022",Michigan,Detroit,"1000 Scotten St",0,0,0,0,0,N/A
2327173,"June 9, 2022",Mississippi,Byhalia,"278 MS-309",0,0,0,0,1,N/A
2328577,"June 9, 2022",Minnesota,Osseo,"317 2nd Ave NW",0,0,0,0,1,N/A
2325672,"June 9, 2022",Alabama,Gadsden,"3200 Walnut St",0,0,0,1,0,N/A
2326892,"June 8, 2022",Minnesota,"Minneapolis (Brooklyn Center)","6500 N Humboldt Ave",0,0,0,0,2,N/A
2326876,"June 7, 2022",Maryland,Rockville,"14501 Avery Rd",0,0,0,0,1,N/A
2323675,"June 7, 2022","North Carolina",Charlotte,"2001 Alleghany St",0,0,0,0,0,N/A
2324569,"June 7, 2022",Michigan,Detroit,"18875 Ryan Rd",0,0,0,0,1,N/A
2324144,"June 7, 2022","New York","New York (Manhattan)","240 E 123rd St",0,0,0,0,1,N/A
2322995,"June 6, 2022","North Carolina",Charlotte,"500 Kentberry Dr",0,0,0,0,0,N/A
2322980,"June 6, 2022",California,Ceres,"4033 Central Ave",0,0,0,0,1,N/A
2325605,"June 6, 2022",Indiana,Kokomo,"101 W Superior St",0,0,0,0,1,N/A
2323320,"June 6, 2022",Maryland,Brandywine,"13800 Brandywine Rd",0,0,0,0,1,N/A
2326336,"June 6, 2022",Illinois,Chicago,"4959 S Archer Ave",0,0,0,0,1,N/A
2322846,"June 6, 2022",Virginia,Richmond,"6901 Messer Rd",0,0,0,0,2,N/A
2340276,"June 5, 2022",Arkansas,Jonesboro,"4201 Chieftain Ln",0,0,0,0,1,N/A
2331242,"June 5, 2022",Texas,Austin,"1102 S Congress Ave",0,0,0,0,0,N/A
2323470,"June 5, 2022",Georgia,Macon,"6010 Peake Rd",0,0,0,0,0,N/A
2322223,"June 5, 2022",Indiana,Gary,"1 Stadium Plaza",2,0,0,0,0,N/A
2320437,"June 3, 2022",Minnesota,Minneapolis,"1721 University Ave SE",1,0,0,0,0,N/A
2320658,"June 3, 2022",Florida,Trenton,"1013 N Main St",0,0,0,0,1,N/A
2319304,"June 2, 2022",Minnesota,"Grand Rapids","800 NW Conifer Dr",0,0,0,0,1,N/A
2320721,"June 2, 2022",Florida,"Pompano Beach (Parkland)","8401 N University Dr",0,0,0,0,0,N/A
2319082,"June 2, 2022",Massachusetts,Chelsea,"175 Hawthorne St",0,0,0,0,1,N/A
2318932,"June 2, 2022",Maryland,Baltimore,"3701 Eldorado Ave",0,0,0,0,1,N/A
2318899,"June 2, 2022",Texas,Brownsville,"4550 US-281",0,0,0,0,1,N/A
2318462,"June 1, 2022",Virginia,Henrico,"7053 Messer Rd",0,0,0,0,1,N/A
2318455,"June 1, 2022",Virginia,Henrico,"8301 Hungary Spring Rd",0,0,0,0,1,N/A
2318430,"June 1, 2022",California,"Van Nuys","13000 Oxnard St",1,0,0,0,0,N/A
2319077,"June 1, 2022",Florida,"Miami (Pinecrest)","7431 SW 120th St",0,0,0,0,1,N/A
2318698,"June 1, 2022",Texas,Baytown,"6001 E Wallisville Rd",0,0,0,0,1,N/A
2317437,"May 31, 2022","South Carolina",Columbia,"7500 Brookfield Rd",0,0,0,0,1,N/A
2317044,"May 31, 2022",Louisiana,"New Orleans","7900 Stroelitz St",2,1,0,0,1,N/A
2317807,"May 31, 2022",Washington,Vancouver,"1300 NW 139th St",0,0,0,0,1,N/A
2313746,"May 27, 2022",Washington,"Port Orchard","3900 SE Mullenix Rd",0,0,0,0,0,N/A
2313675,"May 27, 2022","South Carolina",Anderson,"2600 N Hwy 81",0,0,0,0,1,N/A
2315553,"May 27, 2022",Michigan,Cassopolis,"22721 Diamond Cove St",0,0,0,0,1,N/A
2313085,"May 26, 2022",Tennessee,Nashville,"1800 Stratford Ave",0,0,0,0,1,N/A
2313095,"May 26, 2022",Maryland,"Hyattsville (Landover)","6501 Columbia Park Rd",0,0,0,0,1,N/A
2313020,"May 26, 2022",Tennessee,Memphis,"514 S Perkins Rd",0,0,0,0,1,N/A
2312998,"May 26, 2022",Texas,Arlington,"3100 Lynnwood Dr",0,0,1,0,1,N/A
2313408,"May 26, 2022","South Carolina",Columbia,"1001 Longtown Rd E",0,0,0,0,0,N/A
2313444,"May 26, 2022",Washington,Vancouver,"7825 NE 130th Ave",0,0,0,0,1,N/A
2312326,"May 25, 2022",Texas,Friendswood,"4607 FM 2351",0,0,0,0,1,N/A
2312767,"May 25, 2022",Texas,"Fort Worth","3600 Weber St",0,0,0,0,1,N/A
2312558,"May 25, 2022",Texas,Richardson,"1600 E Spring Valley Rd",0,0,0,0,1,N/A
2311240,"May 24, 2022","New York",Syracuse,"1106 Lancaster Ave",0,0,0,0,1,N/A
2311082,"May 24, 2022",Texas,Emory,"1651 US-69",0,0,0,0,1,N/A
2312278,"May 24, 2022",Illinois,Springfield,"1201 Bunn St",0,0,0,0,1,N/A
2312220,"May 24, 2022",California,Sacramento,"7495 29th St",0,0,0,0,0,N/A
2310278,"May 24, 2022",Texas,Uvalde,"715 Old Carrizo Rd",17,21,0,1,0,N/A
2311583,"May 24, 2022","New Mexico",Albuquerque,"8100 Rainbow Blvd NW",0,0,0,0,0,N/A
2310313,"May 24, 2022","New Mexico","Rio Rancho","4800 Cleveland Heights Rd NE",0,0,0,0,1,N/A
2312551,"May 24, 2022",Texas,"San Antonio","8231 Blanco Rd",0,0,0,0,0,N/A
2309719,"May 23, 2022","South Carolina",Hopkins,"2615 Lower Richland Blvd",0,0,0,0,1,N/A
2326473,"May 23, 2022",Alabama,Mobile,"3725 Airport Blvd",0,0,0,0,1,N/A
2309320,"May 23, 2022",Minnesota,Minneapolis,"4320 N Newton Ave",0,0,0,0,0,N/A
2326439,"May 23, 2022",Washington,"Airway Heights","12824 W 12th Ave",0,0,0,0,0,N/A
2326426,"May 23, 2022",Wisconsin,Madison,"702 Pflaum Rd",0,0,0,0,1,N/A
2309950,"May 20, 2022",Kentucky,Louisville,"4615 Taylor Blvd",0,0,0,0,0,N/A
2325395,"May 20, 2022",Georgia,Decatur,"310 N McDonough St",0,0,0,0,0,N/A
2309266,"May 20, 2022",Florida,"Mount Dora","1405 Lincoln Ave",0,0,0,0,1,N/A
2307741,"May 20, 2022",Tennessee,Nashville,"67 Fairfield Ave",0,0,0,0,0,N/A
2307652,"May 19, 2022",Virginia,Dumfries,"3401 Panther Pride Dr",0,0,0,0,1,N/A
2307060,"May 19, 2022",Michigan,"Grand Rapids (Kentwood)","6230 Kalamazoo Ave SE",2,0,0,0,6,N/A
2306606,"May 19, 2022",Georgia,Hoschton,"4400 Braselton Hwy",0,0,0,0,1,N/A
2307427,"May 19, 2022",Oklahoma,Tulsa,N/A,0,0,0,0,1,N/A
2307082,"May 19, 2022","North Carolina",Charlotte,"5850 Statesville Rd",0,0,0,0,0,N/A
2306311,"May 19, 2022",Massachusetts,Boston,"40 Medford St",0,0,0,0,2,N/A
2324447,"May 19, 2022",Arizona,Phoenix,"4703 E Indian School Rd",0,0,0,0,1,N/A
2306837,"May 19, 2022",Louisiana,Hammond,"800 W University Ave",3,0,0,0,1,N/A
2307070,"May 19, 2022",Virginia,Richmond,"4314 Crutchfield St",0,0,0,0,0,N/A
2306647,"May 19, 2022",Virginia,Fredericksburg,"1 Learning Ln",0,0,0,0,1,N/A
2306001,"May 18, 2022",Tennessee,Murfreesboro,"2650 Middle Tennessee Blvd",1,1,0,0,1,N/A
2305803,"May 18, 2022","New York","Corona (Queens)","108-35 167th St",0,0,0,0,1,N/A
2306384,"May 18, 2022",Florida,Palmetto,"1200 17th St W",0,0,0,0,1,N/A
2305041,"May 17, 2022",Virginia,Roanoke,"1441 Westside Blvd NW",0,0,0,0,0,N/A
2304941,"May 17, 2022","North Carolina","High Point","801 Ferndale Blvd",0,0,0,0,1,N/A
2304921,"May 17, 2022","North Carolina",Charlotte,"3241 New Renaissance Way",0,0,0,0,0,N/A
2304854,"May 17, 2022",Illinois,Chicago,"4140 N Marine Dr",1,0,0,0,0,N/A
2304548,"May 17, 2022",Florida,Leesburg,"1401 Yellow Jacket Way",0,0,0,0,1,N/A
2305059,"May 17, 2022",Missouri,Fenton,"1297 N Hwy Dr",0,1,0,1,0,N/A
2303783,"May 16, 2022",Texas,Mexia,"1120 N Ross Ave",0,0,0,0,1,N/A
2303878,"May 16, 2022","South Carolina","Goose Creek","131 Charles B Gibson Ave",0,0,0,0,4,N/A
2305366,"May 16, 2022",Pennsylvania,Milton,"700 Mahoning St",0,0,0,0,0,N/A
2304386,"May 16, 2022","New Jersey",Newark,"571 18th Ave",0,0,0,0,0,N/A
2304209,"May 15, 2022",Illinois,Plainfield,"2501 Mirage Ave",1,0,0,0,1,N/A
2301102,"May 13, 2022",Illinois,"Hoffman Estates","1100 W Higgins Rd",0,0,0,0,1,N/A
2301830,"May 13, 2022",Pennsylvania,Philadelphia,"S 32nd St and Market St",1,0,0,0,0,N/A
2301628,"May 13, 2022",Florida,"West Palm Beach","501 S Sapodilla Ave",0,0,0,1,0,N/A
2301674,"May 13, 2022",Florida,Gainesville,"9301 NW 23rd Ave",0,0,0,0,1,N/A
2300713,"May 12, 2022",Arkansas,"Hot Springs National Park (Hot Springs)","134 Convention Blvd",3,1,1,0,1,N/A
2300509,"May 12, 2022",Ohio,"New Albany","87 N High St",0,0,0,0,0,N/A
2301684,"May 12, 2022",Florida,Wildwood,"700 Huey St",0,0,0,0,1,N/A
2300739,"May 12, 2022",Texas,Houston,"413 E 13th St",1,0,0,0,1,N/A
2299908,"May 11, 2022",Alabama,Toney,"2697 Carters Gin Rd",0,0,0,0,1,N/A
2299379,"May 11, 2022",Indiana,Indianapolis,"11825 E 46th St",0,0,0,0,1,N/A
2299685,"May 11, 2022","South Carolina",Columbia,"1231 Bluefield Dr",0,0,0,0,1,N/A
2299610,"May 11, 2022",Virginia,"Virginia Beach","5194 Chief Trail",0,0,0,0,1,N/A
2299994,"May 11, 2022",Mississippi,Gulfport,"1310 42nd Ave",0,0,0,0,1,N/A
2300136,"May 11, 2022",Alabama,Theodore,"5750 Katherine Hankins Dr",0,0,0,0,0,N/A
2300081,"May 11, 2022",Louisiana,Franklin,"101 2nd St",0,0,0,0,1,N/A
2300012,"May 11, 2022",Kansas,"De Soto","35000 W 91st St",0,0,0,0,1,N/A
2299681,"May 10, 2022",Pennsylvania,Imperial,"205 W Allegheny Rd",0,0,0,0,1,N/A
2300103,"May 10, 2022",Oregon,Eugene,"1801 Echo Hollow Rd",0,0,0,0,1,N/A
2300033,"May 10, 2022",Mississippi,Kosciusko,"317 E Jefferson St",0,0,0,0,0,N/A
2309952,"May 10, 2022",Kentucky,Louisville,"2222 Crums Ln",0,0,0,0,0,N/A
2297835,"May 9, 2022",California,Sacramento,"5000 McCloud Dr",0,0,0,0,1,N/A
2297798,"May 9, 2022",California,Modesto,"1000 Coffee Rd",0,0,0,0,1,N/A
2298661,"May 9, 2022",Minnesota,"Albert Lea","2000 Tiger Ln",0,0,0,0,1,N/A
2298653,"May 9, 2022",Georgia,Augusta,"2329 Barton Chapel Rd",0,0,0,0,0,N/A
2297914,"May 9, 2022",Tennessee,Hixson,"1609 Thrasher Pike",0,0,0,0,0,N/A
2299003,"May 9, 2022",Texas,"Port Arthur","2200 Jefferson Dr",0,0,0,0,0,N/A
2300138,"May 9, 2022",Tennessee,"Oak Ridge","245 Robertsville Rd",0,0,0,0,0,N/A
2295172,"May 5, 2022",Kentucky,Louisville,"10200 Dixie Hwy",0,0,0,0,0,N/A
2295140,"May 5, 2022",Georgia,Atlanta,"1798 Haygood Dr NE",0,0,0,0,1,N/A
2295031,"May 5, 2022",Ohio,Lowellville,"52 Rocket Pl",0,1,0,0,0,N/A
2295951,"May 4, 2022",Texas,"San Antonio","734 Glamis Ave",0,0,0,0,1,N/A
2294069,"May 4, 2022",Illinois,"Oak Park","202 Scoville Ave",0,0,0,0,1,N/A
2294626,"May 4, 2022",Minnesota,Duluth,"11 E Superior St",0,0,0,0,1,N/A
2294551,"May 4, 2022",Oklahoma,"Broken Arrow","412 S 9th St",0,0,0,0,1,N/A
2296645,"May 3, 2022",Wisconsin,Ashland,"1900 Beaser Ave",0,0,0,0,1,N/A
2305659,"May 3, 2022",California,"Long Beach","1600 Atlantic Ave",0,0,0,0,1,N/A
2294026,"May 3, 2022",Georgia,Lagrange,N/A,0,0,0,0,0,N/A
2361329,"May 2, 2022",Florida,Lakeland,"1100 Red Devil Way",0,0,0,0,1,N/A
2292799,"May 2, 2022","North Carolina",Charlotte,"1430 Alleghany St",0,0,0,0,1,N/A
2292537,"May 2, 2022",Maryland,Baltimore,"125 N Hilton St",0,0,0,0,1,N/A
2292123,"May 1, 2022",Virginia,Petersburg,"1 Hayden Dr",1,0,0,0,0,N/A
2292239,"May 1, 2022",Virginia,Manassas,"7411 Hoadly Rd",2,0,0,0,1,N/A
2290729,"April 29, 2022",Texas,Lubbock,"1602 32nd St",0,0,0,0,1,N/A
2290635,"April 29, 2022",Ohio,Dayton,"3871 Yellowstone Ave",0,0,0,0,0,N/A
2291084,"April 29, 2022",Florida,Tallahassee,"3013 Jim Lee Rd",0,0,0,0,1,N/A
2290619,"April 29, 2022",Minnesota,"Minneapolis (Brooklyn Park)","6601 Xylon Ave N",0,0,0,0,1,N/A
2367013,"April 29, 2022",Tennessee,Coalmont,"24970 TN-108",0,0,0,0,1,N/A
2289864,"April 28, 2022","West Virginia",Bluefield,"535 W Cumberland Rd",0,0,0,0,1,N/A
2290006,"April 28, 2022",Alabama,Mobile,"700 Donald St",0,0,0,0,2,N/A
2290583,"April 28, 2022",Utah,Bountiful,"30 W 400 N",0,0,0,0,1,N/A
2290314,"April 28, 2022",Pennsylvania,"New Castle","750 Phelps Way",0,0,0,0,0,N/A
2291681,"April 28, 2022",Indiana,Indianapolis,"401 W Meridian School Rd",0,0,0,0,1,N/A
2289944,"April 27, 2022",Tennessee,Memphis,"3925 Chelsea Ave",0,0,0,0,2,N/A
2289782,"April 27, 2022",Mississippi,Starkville,"603 Yellow Jacket Dr",0,0,0,0,1,N/A
2289741,"April 27, 2022",Oklahoma,Newcastle,"611 E Fox Ln",0,0,0,0,1,N/A
2290419,"April 27, 2022","South Carolina",Bishopville,"1800 Wisacky Hwy",0,0,0,0,2,N/A
2289689,"April 27, 2022",Texas,Schertz,"1001 Elbel Rd",0,0,0,0,0,N/A
2289664,"April 27, 2022",Massachusetts,Cambridge,"50 Essex St",0,0,0,0,1,N/A
2289215,"April 27, 2022",Virginia,Hampton,"1067 Big Bethel Rd",0,0,0,0,1,N/A
2289236,"April 26, 2022",Connecticut,"New Milford","388 Danbury Rd",0,0,0,0,3,N/A
2288273,"April 26, 2022",Michigan,Detroit,"18240 Huntington Rd",0,0,0,0,0,N/A
2288476,"April 26, 2022",Tennessee,Rockvale,"6545 TN-99",0,0,0,0,1,N/A
2288378,"April 26, 2022","South Carolina",Lancaster,"325 Woodland Dr",0,0,0,0,0,N/A
2288316,"April 26, 2022","South Carolina",Blythewood,"10901 Wilson Blvd",0,0,0,0,1,N/A
2288193,"April 26, 2022",Michigan,Ishpeming,"350 Aspen Ridge School Rd",0,1,0,0,0,N/A
2288002,"April 26, 2022",Texas,Rockdale,"500 Childress Dr",0,0,0,0,1,N/A
2289598,"April 26, 2022",Indiana,Goshen,"401 Lincolnway E",0,0,0,0,0,N/A
2288314,"April 25, 2022","South Carolina",Blythewood,"10901 Wilson Blvd",0,0,0,0,1,N/A
2287968,"April 25, 2022",Maryland,Hyattsville,"7000 Adelphi Rd",0,0,0,0,0,N/A
2287874,"April 25, 2022",Tennessee,Nashville,"6211 Nolensville Pike",0,0,0,0,1,N/A
2285514,"April 22, 2022",Georgia,Savannah,"4437 Skidaway Rd",2,0,0,0,0,N/A
2287648,"April 22, 2022",Mississippi,Meridian,"702 Briarwood Rd",0,0,0,0,1,N/A
2284968,"April 22, 2022",Illinois,"West Chicago","326 Joliet St",0,0,0,0,1,N/A
2284910,"April 22, 2022",Wisconsin,"Milwaukee (Wauwatosa)","11400 W Center St",0,0,0,0,1,N/A
2285632,"April 22, 2022","South Carolina",Irmo,"1400 Old Tamah Rd",0,0,0,0,1,N/A
2285527,"April 22, 2022",Georgia,Lagrange,"516 N Greenwood St",0,0,0,0,1,N/A
2287151,"April 22, 2022",Texas,"San Antonio","23203 Bulverde Rd",0,0,0,0,1,N/A
2285463,"April 22, 2022",Florida,"Coconut Creek","1400 NW 44th Ave",0,0,0,0,1,N/A
2285947,"April 22, 2022",Alabama,Danville,"9235 Danville Rd",0,0,0,0,1,N/A
2284455,"April 21, 2022",Nevada,"North Las Vegas","150 W Deer Springs Way",0,0,0,0,3,N/A
2284235,"April 21, 2022",Texas,Beeville,"301 N Minnesota St",0,0,0,0,1,N/A
2284807,"April 21, 2022",Georgia,Tyrone,"360 Jenkins Rd",0,0,0,0,1,N/A
2284083,"April 21, 2022",Ohio,"Cuyahoga Falls","2300 4th St",0,0,0,0,1,N/A
2284685,"April 21, 2022",Florida,"Saint Petersburg","4940 62nd St N",0,0,0,0,1,N/A
2285393,"April 21, 2022","North Dakota",Mott,"205 Dakota Ave",0,0,0,1,0,N/A
2284392,"April 21, 2022",Virginia,Henrico,"7053 Messer Rd",0,0,0,0,1,N/A
2283358,"April 20, 2022",Minnesota,"Saint Paul","1540 6th St E",0,0,0,0,1,N/A
2284160,"April 20, 2022",California,"Elk Grove","8661 Power Inn Rd",0,0,0,0,1,N/A
2283827,"April 20, 2022",Pennsylvania,Philadelphia,"801 E Hunting Park Ave",0,0,0,0,0,N/A
2282676,"April 19, 2022","South Carolina","North Charleston","8500 Patriot Blvd",0,0,0,0,1,N/A
2282609,"April 19, 2022",Georgia,Atlanta,"1626 N Druid Hills Rd",0,0,0,0,1,N/A
2283177,"April 19, 2022",Florida,"Fort Lauderdale (Tamarac)","8399 N University Dr",0,0,0,0,1,N/A
2283020,"April 19, 2022",Washington,Granger,"315 Mentzer Ave",0,0,0,0,0,N/A
2281700,"April 18, 2022",Florida,Brandon,"3003 S Kings Ave",0,0,1,0,0,N/A
2280851,"April 17, 2022",Florida,Orlando,"601 W Livingston St",0,0,0,0,1,N/A
2283925,"April 15, 2022",Washington,Kennewick,"4624 W 10th Ave",0,0,0,0,1,N/A
2279936,"April 15, 2022",Kentucky,Louisville,"8620 Preston Hwy",0,0,0,0,1,N/A
2279838,"April 15, 2022",Virginia,Norfolk,"700 Park Ave",1,0,0,0,0,N/A
2279188,"April 14, 2022",Ohio,Columbus,"145 S Central Ave",0,0,0,0,1,N/A
2289718,"April 13, 2022",Tennessee,"Johnson City (Gray)","1440 Suncrest Dr",0,0,0,0,2,N/A
2278412,"April 13, 2022",Ohio,Cleveland,"4900 Turney Rd",0,0,0,0,1,N/A
2278311,"April 13, 2022",Arkansas,Jonesboro,"2118 Valley View Dr",0,0,0,0,0,N/A
2278878,"April 13, 2022",Tennessee,Pioneer,"6691 TN-297",0,0,0,0,1,N/A
2277777,"April 12, 2022",Utah,Draper,"13133 S 1300 E",0,0,0,0,1,N/A
2277956,"April 12, 2022",Texas,"San Benito","151 Helen Moore Rd",0,0,0,0,1,N/A
2276663,"April 12, 2022",Minnesota,Minneapolis,"630 22nd Ave S",1,0,0,0,0,N/A
2277203,"April 12, 2022",Louisiana,"Baton Rouge","800 E McKinley St",0,0,0,0,1,N/A
2275777,"April 11, 2022",Texas,Beaumont,"8750 Phelan Blvd",0,0,0,0,1,N/A
2277902,"April 11, 2022",Tennessee,Maryville,"1126 William Blount Dr",0,0,0,0,1,N/A
2276298,"April 11, 2022",Arkansas,"Pine Bluff","711 W 11th Ave",0,0,0,0,0,N/A
2273952,"April 8, 2022",Virginia,Lynchburg,"2111 Memorial Ave",0,0,0,0,1,N/A
2273983,"April 7, 2022",Texas,Houston,"3600 Rosewood St",0,1,0,0,0,N/A
2273119,"April 7, 2022",Tennessee,Nashville,"1150 Hunters Ln",0,0,0,0,1,N/A
2273189,"April 7, 2022",California,Modesto,"18 H St",0,0,0,0,1,N/A
2273106,"April 7, 2022",Florida,Jacksonville,"3816 N Main St",0,0,0,0,0,N/A
2272814,"April 6, 2022",Nevada,"North Las Vegas","3200 W Alexander Rd",0,0,0,0,1,N/A
2272434,"April 6, 2022","West Virginia",Evans,"205 School House Rd",0,0,0,0,2,N/A
2273109,"April 6, 2022",Missouri,Dexter,"1101 W Grant St",0,0,0,0,1,N/A
2278682,"April 6, 2022",Virginia,Woodbridge,"15101 Blackburn Rd",0,0,0,0,2,N/A
2272803,"April 6, 2022",Louisiana,Springhill,"101 S Arkansas St",0,0,0,0,0,N/A
2272694,"April 6, 2022","South Carolina",Pamplico,"2055 S Pamplico Hwy",0,0,0,0,1,N/A
2272451,"April 6, 2022","West Virginia",Hamlin,"81 Lincoln Panther Way",0,0,0,0,2,N/A
